"","Year","Region","Export_Total"
"966",1997,"Asia",NA
"967",1997,"Africa",NA
"968",1997,"Pacific",NA
"969",1997,"Middle East",NA
"970",1997,"World",NA
"971",1998,"Asia",NA
"972",1998,"Africa",NA
"973",1998,"Pacific",NA
"974",1998,"Middle East",NA
"975",1998,"World",NA
"976",1999,"Asia",NA
"977",1999,"Africa",NA
"978",1999,"Pacific",NA
"979",1999,"Middle East",NA
"980",1999,"World",NA
"981",2000,"Asia",NA
"982",2000,"Africa",NA
"983",2000,"Pacific",NA
"984",2000,"Middle East",NA
"985",2000,"World",NA
"986",2001,"Asia",NA
"987",2001,"Africa",NA
"988",2001,"Pacific",NA
"989",2001,"Middle East",NA
"990",2001,"World",NA
"991",2002,"Asia",NA
"992",2002,"Africa",NA
"993",2002,"Pacific",NA
"994",2002,"Middle East",NA
"995",2002,"World",NA
"996",2003,"Asia",NA
"997",2003,"Africa",NA
"998",2003,"Pacific",NA
"999",2003,"Middle East",NA
"1000",2003,"World",NA
"1001",2004,"Asia",NA
"1002",2004,"Africa",NA
"1003",2004,"Pacific",NA
"1004",2004,"Middle East",NA
"1005",2004,"World",NA
"1006",2005,"Asia",NA
"1007",2005,"Africa",NA
"1008",2005,"Pacific",NA
"1009",2005,"Middle East",NA
"1010",2005,"World",NA
"1011",2006,"Asia",NA
"1012",2006,"Africa",NA
"1013",2006,"Pacific",NA
"1014",2006,"Middle East",NA
"1015",2006,"World",NA
"1016",2007,"Asia",NA
"1017",2007,"Africa",NA
"1018",2007,"Pacific",NA
"1019",2007,"Middle East",NA
"1020",2007,"World",NA
"1021",2008,"Asia",NA
"1022",2008,"Africa",NA
"1023",2008,"Pacific",NA
"1024",2008,"Middle East",NA
"1025",2008,"World",NA
"1026",2009,"Asia",NA
"1027",2009,"Africa",NA
"1028",2009,"Pacific",NA
"1029",2009,"Middle East",NA
"1030",2009,"World",NA
"1031",2010,"Asia",NA
"1032",2010,"Africa",NA
"1033",2010,"Pacific",NA
"1034",2010,"Middle East",NA
"1035",2010,"World",NA
"1036",2011,"Asia",NA
"1037",2011,"Africa",NA
"1038",2011,"Pacific",NA
"1039",2011,"Middle East",NA
"1040",2011,"World",NA
"1041",2012,"Asia",NA
"1042",2012,"Africa",NA
"1043",2012,"Pacific",NA
"1044",2012,"Middle East",NA
"1045",2012,"World",NA
"1046",2013,"Asia",NA
"1047",2013,"Africa",NA
"1048",2013,"Pacific",NA
"1049",2013,"Middle East",NA
"1050",2013,"World",NA
"1051",2014,"Asia",NA
"1052",2014,"Africa",NA
"1053",2014,"Pacific",NA
"1054",2014,"Middle East",NA
"1055",2014,"World",NA
"1056",2015,"Asia",NA
"1057",2015,"Africa",NA
"1058",2015,"Pacific",NA
"1059",2015,"Middle East",NA
"1060",2015,"World",NA
"1061",2016,"Asia",NA
"1062",2016,"Africa",NA
"1063",2016,"Pacific",NA
"1064",2016,"Middle East",NA
"1065",2016,"World",NA
"1066",2017,"Asia",NA
"1067",2017,"Africa",NA
"1068",2017,"Pacific",NA
"1069",2017,"Middle East",NA
"1070",2017,"World",NA
"1071",2018,"Asia",NA
"1072",2018,"Africa",NA
"1073",2018,"Pacific",NA
"1074",2018,"Middle East",NA
"1075",2018,"World",NA
"1076",2019,"Asia",NA
"1077",2019,"Africa",NA
"1078",2019,"Pacific",NA
"1079",2019,"Middle East",NA
"1080",2019,"World",NA
"1081",2020,"Asia",NA
"1082",2020,"Africa",NA
"1083",2020,"Pacific",NA
"1084",2020,"Middle East",NA
"1085",2020,"World",NA
"1086",1990,"Asia",NA
"1087",1990,"Africa",NA
"1088",1990,"Pacific",NA
"1089",1990,"Middle East",NA
"1090",1990,"World",NA
"1091",1991,"Asia",NA
"1092",1991,"Africa",NA
"1093",1991,"Pacific",NA
"1094",1991,"Middle East",NA
"1095",1991,"World",NA
"1096",1992,"Asia",NA
"1097",1992,"Africa",NA
"1098",1992,"Pacific",NA
"1099",1992,"Middle East",NA
"1100",1992,"World",NA
"1101",1993,"Asia",NA
"1102",1993,"Africa",NA
"1103",1993,"Pacific",NA
"1104",1993,"Middle East",NA
"1105",1993,"World",NA
"1106",1994,"Asia",NA
"1107",1994,"Africa",NA
"1108",1994,"Pacific",NA
"1109",1994,"Middle East",NA
"1110",1994,"World",NA
"1111",1995,"Asia",NA
"1112",1995,"Africa",NA
"1113",1995,"Pacific",NA
"1114",1995,"Middle East",NA
"1115",1995,"World",NA
"1116",1996,"Asia",NA
"1117",1996,"Africa",NA
"1118",1996,"Pacific",NA
"1119",1996,"Middle East",NA
"1120",1996,"World",NA
"1121",1997,"Asia",NA
"1122",1997,"Africa",NA
"1123",1997,"Pacific",NA
"1124",1997,"Middle East",NA
"1125",1997,"World",NA
"1126",1998,"Asia",NA
"1127",1998,"Africa",NA
"1128",1998,"Pacific",NA
"1129",1998,"Middle East",NA
"1130",1998,"World",NA
"1131",1999,"Asia",NA
"1132",1999,"Africa",NA
"1133",1999,"Pacific",NA
"1134",1999,"Middle East",NA
"1135",1999,"World",NA
"1136",2000,"Asia",NA
"1137",2000,"Africa",NA
"1138",2000,"Pacific",NA
"1139",2000,"Middle East",NA
"1140",2000,"World",NA
"1141",2001,"Asia",NA
"1142",2001,"Africa",NA
"1143",2001,"Pacific",NA
"1144",2001,"Middle East",NA
"1145",2001,"World",NA
"1146",2002,"Asia",NA
"1147",2002,"Africa",NA
"1148",2002,"Pacific",NA
"1149",2002,"Middle East",NA
"1150",2002,"World",NA
"1151",2003,"Asia",NA
"1152",2003,"Africa",NA
"1153",2003,"Pacific",NA
"1154",2003,"Middle East",NA
"1155",2003,"World",NA
"1156",2004,"Asia",NA
"1157",2004,"Africa",NA
"1158",2004,"Pacific",NA
"1159",2004,"Middle East",NA
"1160",2004,"World",NA
"1161",2005,"Asia",NA
"1162",2005,"Africa",NA
"1163",2005,"Pacific",NA
"1164",2005,"Middle East",NA
"1165",2005,"World",NA
"1166",2006,"Asia",NA
"1167",2006,"Africa",NA
"1168",2006,"Pacific",NA
"1169",2006,"Middle East",NA
"1170",2006,"World",NA
"1171",2007,"Asia",NA
"1172",2007,"Africa",NA
"1173",2007,"Pacific",NA
"1174",2007,"Middle East",NA
"1175",2007,"World",NA
"1176",2008,"Asia",NA
"1177",2008,"Africa",NA
"1178",2008,"Pacific",NA
"1179",2008,"Middle East",NA
"1180",2008,"World",NA
"1181",2009,"Asia",NA
"1182",2009,"Africa",NA
"1183",2009,"Pacific",NA
"1184",2009,"Middle East",NA
"1185",2009,"World",NA
"1186",2010,"Asia",NA
"1187",2010,"Africa",NA
"1188",2010,"Pacific",NA
"1189",2010,"Middle East",NA
"1190",2010,"World",NA
"1191",2011,"Asia",NA
"1192",2011,"Africa",NA
"1193",2011,"Pacific",NA
"1194",2011,"Middle East",NA
"1195",2011,"World",NA
"1196",2012,"Asia",NA
"1197",2012,"Africa",NA
"1198",2012,"Pacific",NA
"1199",2012,"Middle East",NA
"1200",2012,"World",NA
"1201",2013,"Asia",NA
"1202",2013,"Africa",NA
"1203",2013,"Pacific",NA
"1204",2013,"Middle East",NA
"1205",2013,"World",NA
"1206",2014,"Asia",NA
"1207",2014,"Africa",NA
"1208",2014,"Pacific",NA
"1209",2014,"Middle East",NA
"1210",2014,"World",NA
"1211",2015,"Asia",NA
"1212",2015,"Africa",NA
"1213",2015,"Pacific",NA
"1214",2015,"Middle East",NA
"1215",2015,"World",NA
"1216",2016,"Asia",NA
"1217",2016,"Africa",NA
"1218",2016,"Pacific",NA
"1219",2016,"Middle East",NA
"1220",2016,"World",NA
"1221",2017,"Asia",NA
"1222",2017,"Africa",NA
"1223",2017,"Pacific",NA
"1224",2017,"Middle East",NA
"1225",2017,"World",NA
"1226",2018,"Asia",NA
"1227",2018,"Africa",NA
"1228",2018,"Pacific",NA
"1229",2018,"Middle East",NA
"1230",2018,"World",NA
"1231",2019,"Asia",NA
"1232",2019,"Africa",NA
"1233",2019,"Pacific",NA
"1234",2019,"Middle East",NA
"1235",2019,"World",NA
"1236",2020,"Asia",NA
"1237",2020,"Africa",NA
"1238",2020,"Pacific",NA
"1239",2020,"Middle East",NA
"1240",2020,"World",NA
"1241",1990,"Asia",NA
"1242",1990,"Africa",NA
"1243",1990,"Pacific",NA
"1244",1990,"Middle East",NA
"1245",1990,"World",NA
"1246",1991,"Asia",NA
"1247",1991,"Africa",NA
"1248",1991,"Pacific",NA
"1249",1991,"Middle East",NA
"1250",1991,"World",NA
"1251",1992,"Asia",NA
"1252",1992,"Africa",NA
"1253",1992,"Pacific",NA
"1254",1992,"Middle East",NA
"1255",1992,"World",NA
"1256",1993,"Asia",NA
"1257",1993,"Africa",NA
"1258",1993,"Pacific",NA
"1259",1993,"Middle East",NA
"1260",1993,"World",NA
"1261",1994,"Asia",NA
"1262",1994,"Africa",NA
"1263",1994,"Pacific",NA
"1264",1994,"Middle East",NA
"1265",1994,"World",NA
"1266",1995,"Asia",NA
"1267",1995,"Africa",NA
"1268",1995,"Pacific",NA
"1269",1995,"Middle East",NA
"1270",1995,"World",NA
"1271",1996,"Asia",NA
"1272",1996,"Africa",NA
"1273",1996,"Pacific",NA
"1274",1996,"Middle East",NA
"1275",1996,"World",NA
"1276",1997,"Asia",NA
"1277",1997,"Africa",NA
"1278",1997,"Pacific",NA
"1279",1997,"Middle East",NA
"1280",1997,"World",NA
"1281",1998,"Asia",NA
"1282",1998,"Africa",NA
"1283",1998,"Pacific",NA
"1284",1998,"Middle East",NA
"1285",1998,"World",NA
"1286",1999,"Asia",NA
"1287",1999,"Africa",NA
"1288",1999,"Pacific",NA
"1289",1999,"Middle East",NA
"1290",1999,"World",NA
"1291",2000,"Asia",NA
"1292",2000,"Africa",NA
"1293",2000,"Pacific",NA
"1294",2000,"Middle East",NA
"1295",2000,"World",NA
"1296",2001,"Asia",NA
"1297",2001,"Africa",NA
"1298",2001,"Pacific",NA
"1299",2001,"Middle East",NA
"1300",2001,"World",NA
"1301",2002,"Asia",NA
"1302",2002,"Africa",NA
"1303",2002,"Pacific",NA
"1304",2002,"Middle East",NA
"1305",2002,"World",NA
"1306",2003,"Asia",NA
"1307",2003,"Africa",NA
"1308",2003,"Pacific",NA
"1309",2003,"Middle East",NA
"1310",2003,"World",NA
"1311",2004,"Asia",NA
"1312",2004,"Africa",NA
"1313",2004,"Pacific",NA
"1314",2004,"Middle East",NA
"1315",2004,"World",NA
"1316",2005,"Asia",NA
"1317",2005,"Africa",NA
"1318",2005,"Pacific",NA
"1319",2005,"Middle East",NA
"1320",2005,"World",NA
"1321",2006,"Asia",NA
"1322",2006,"Africa",NA
"1323",2006,"Pacific",NA
"1324",2006,"Middle East",NA
"1325",2006,"World",NA
"1326",2007,"Asia",NA
"1327",2007,"Africa",NA
"1328",2007,"Pacific",NA
"1329",2007,"Middle East",NA
"1330",2007,"World",NA
"1331",2008,"Asia",NA
"1332",2008,"Africa",NA
"1333",2008,"Pacific",NA
"1334",2008,"Middle East",NA
"1335",2008,"World",NA
"1336",2009,"Asia",NA
"1337",2009,"Africa",NA
"1338",2009,"Pacific",NA
"1339",2009,"Middle East",NA
"1340",2009,"World",NA
"1341",2010,"Asia",NA
"1342",2010,"Africa",NA
"1343",2010,"Pacific",NA
"1344",2010,"Middle East",NA
"1345",2010,"World",NA
"1346",2011,"Asia",NA
"1347",2011,"Africa",NA
"1348",2011,"Pacific",NA
"1349",2011,"Middle East",NA
"1350",2011,"World",NA
"1351",2012,"Asia",NA
"1352",2012,"Africa",NA
"1353",2012,"Pacific",NA
"1354",2012,"Middle East",NA
"1355",2012,"World",NA
"1356",2013,"Asia",NA
"1357",2013,"Africa",NA
"1358",2013,"Pacific",NA
"1359",2013,"Middle East",NA
"1360",2013,"World",NA
"1361",2014,"Asia",NA
"1362",2014,"Africa",NA
"1363",2014,"Pacific",NA
"1364",2014,"Middle East",NA
"1365",2014,"World",NA
"1366",2015,"Asia",NA
"1367",2015,"Africa",NA
"1368",2015,"Pacific",NA
"1369",2015,"Middle East",NA
"1370",2015,"World",NA
"1371",2016,"Asia",NA
"1372",2016,"Africa",NA
"1373",2016,"Pacific",NA
"1374",2016,"Middle East",NA
"1375",2016,"World",NA
"1376",2017,"Asia",NA
"1377",2017,"Africa",NA
"1378",2017,"Pacific",NA
"1379",2017,"Middle East",NA
"1380",2017,"World",NA
"1381",2018,"Asia",NA
"1382",2018,"Africa",NA
"1383",2018,"Pacific",NA
"1384",2018,"Middle East",NA
"1385",2018,"World",NA
"1386",2019,"Asia",NA
"1387",2019,"Africa",NA
"1388",2019,"Pacific",NA
"1389",2019,"Middle East",NA
"1390",2019,"World",NA
"1391",2020,"Asia",NA
"1392",2020,"Africa",NA
"1393",2020,"Pacific",NA
"1394",2020,"Middle East",NA
"1395",2020,"World",NA
"1396",1990,"Asia",NA
"1397",1990,"Africa",NA
"1398",1990,"Pacific",NA
"1399",1990,"Middle East",NA
"1400",1990,"World",NA
"1401",1991,"Asia",NA
"1402",1991,"Africa",NA
"1403",1991,"Pacific",NA
"1404",1991,"Middle East",NA
"1405",1991,"World",NA
"1406",1992,"Asia",NA
"1407",1992,"Africa",NA
"1408",1992,"Pacific",NA
"1409",1992,"Middle East",NA
"1410",1992,"World",NA
"1411",1993,"Asia",NA
"1412",1993,"Africa",NA
"1413",1993,"Pacific",NA
"1414",1993,"Middle East",NA
"1415",1993,"World",NA
"1416",1994,"Asia",NA
"1417",1994,"Africa",NA
"1418",1994,"Pacific",NA
"1419",1994,"Middle East",NA
"1420",1994,"World",NA
"1421",1995,"Asia",NA
"1422",1995,"Africa",NA
"1423",1995,"Pacific",NA
"1424",1995,"Middle East",NA
"1425",1995,"World",NA
"1426",1996,"Asia",NA
"1427",1996,"Africa",NA
"1428",1996,"Pacific",NA
"1429",1996,"Middle East",NA
"1430",1996,"World",NA
"1431",1997,"Asia",NA
"1432",1997,"Africa",NA
"1433",1997,"Pacific",NA
"1434",1997,"Middle East",NA
"1435",1997,"World",NA
"1436",1998,"Asia",NA
"1437",1998,"Africa",NA
"1438",1998,"Pacific",NA
"1439",1998,"Middle East",NA
"1440",1998,"World",NA
"1441",1999,"Asia",NA
"1442",1999,"Africa",NA
"1443",1999,"Pacific",NA
"1444",1999,"Middle East",NA
"1445",1999,"World",NA
"1446",2000,"Asia",NA
"1447",2000,"Africa",NA
"1448",2000,"Pacific",NA
"1449",2000,"Middle East",NA
"1450",2000,"World",NA
"1451",2001,"Asia",NA
"1452",2001,"Africa",NA
"1453",2001,"Pacific",NA
"1454",2001,"Middle East",NA
"1455",2001,"World",NA
"1456",2002,"Asia",NA
"1457",2002,"Africa",NA
"1458",2002,"Pacific",NA
"1459",2002,"Middle East",NA
"1460",2002,"World",NA
"1461",2003,"Asia",NA
"1462",2003,"Africa",NA
"1463",2003,"Pacific",NA
"1464",2003,"Middle East",NA
"1465",2003,"World",NA
"1466",2004,"Asia",NA
"1467",2004,"Africa",NA
"1468",2004,"Pacific",NA
"1469",2004,"Middle East",NA
"1470",2004,"World",NA
"1471",2005,"Asia",NA
"1472",2005,"Africa",NA
"1473",2005,"Pacific",NA
"1474",2005,"Middle East",NA
"1475",2005,"World",NA
"1476",2006,"Asia",NA
"1477",2006,"Africa",NA
"1478",2006,"Pacific",NA
"1479",2006,"Middle East",NA
"1480",2006,"World",NA
"1481",2007,"Asia",NA
"1482",2007,"Africa",NA
"1483",2007,"Pacific",NA
"1484",2007,"Middle East",NA
"1485",2007,"World",NA
"1486",2008,"Asia",NA
"1487",2008,"Africa",NA
"1488",2008,"Pacific",NA
"1489",2008,"Middle East",NA
"1490",2008,"World",NA
"1491",2009,"Asia",NA
"1492",2009,"Africa",NA
"1493",2009,"Pacific",NA
"1494",2009,"Middle East",NA
"1495",2009,"World",NA
"1496",2010,"Asia",NA
"1497",2010,"Africa",NA
"1498",2010,"Pacific",NA
"1499",2010,"Middle East",NA
"1500",2010,"World",NA
"1501",2011,"Asia",NA
"1502",2011,"Africa",NA
"1503",2011,"Pacific",NA
"1504",2011,"Middle East",NA
"1505",2011,"World",NA
"1506",2012,"Asia",NA
"1507",2012,"Africa",NA
"1508",2012,"Pacific",NA
"1509",2012,"Middle East",NA
"1510",2012,"World",NA
"1511",2013,"Asia",NA
"1512",2013,"Africa",NA
"1513",2013,"Pacific",NA
"1514",2013,"Middle East",NA
"1515",2013,"World",NA
"1516",2014,"Asia",NA
"1517",2014,"Africa",NA
"1518",2014,"Pacific",NA
"1519",2014,"Middle East",NA
"1520",2014,"World",NA
"1521",2015,"Asia",NA
"1522",2015,"Africa",NA
"1523",2015,"Pacific",NA
"1524",2015,"Middle East",NA
"1525",2015,"World",NA
"1526",2016,"Asia",NA
"1527",2016,"Africa",NA
"1528",2016,"Pacific",NA
"1529",2016,"Middle East",NA
"1530",2016,"World",NA
"1531",2017,"Asia",NA
"1532",2017,"Africa",NA
"1533",2017,"Pacific",NA
"1534",2017,"Middle East",NA
"1535",2017,"World",NA
"1536",2018,"Asia",NA
"1537",2018,"Africa",NA
"1538",2018,"Pacific",NA
"1539",2018,"Middle East",NA
"1540",2018,"World",NA
"1541",2019,"Asia",NA
"1542",2019,"Africa",NA
"1543",2019,"Pacific",NA
"1544",2019,"Middle East",NA
"1545",2019,"World",NA
"1546",2020,"Asia",NA
"1547",2020,"Africa",NA
"1548",2020,"Pacific",NA
"1549",2020,"Middle East",NA
"1550",2020,"World",NA
"1551",1990,"Asia",NA
"1552",1990,"Africa",NA
"1553",1990,"Pacific",NA
"1554",1990,"Middle East",NA
"1555",1990,"World",NA
"1556",1991,"Asia",NA
"1557",1991,"Africa",NA
"1558",1991,"Pacific",NA
"1559",1991,"Middle East",NA
"1560",1991,"World",NA
"1561",1992,"Asia",NA
"1562",1992,"Africa",NA
"1563",1992,"Pacific",NA
"1564",1992,"Middle East",NA
"1565",1992,"World",NA
"1566",1993,"Asia",NA
"1567",1993,"Africa",NA
"1568",1993,"Pacific",NA
"1569",1993,"Middle East",NA
"1570",1993,"World",NA
"1571",1994,"Asia",NA
"1572",1994,"Africa",NA
"1573",1994,"Pacific",NA
"1574",1994,"Middle East",NA
"1575",1994,"World",NA
"1576",1995,"Asia",NA
"1577",1995,"Africa",NA
"1578",1995,"Pacific",NA
"1579",1995,"Middle East",NA
"1580",1995,"World",NA
"1581",1996,"Asia",NA
"1582",1996,"Africa",NA
"1583",1996,"Pacific",NA
"1584",1996,"Middle East",NA
"1585",1996,"World",NA
"1586",1997,"Asia",NA
"1587",1997,"Africa",NA
"1588",1997,"Pacific",NA
"1589",1997,"Middle East",NA
"1590",1997,"World",NA
"1591",1998,"Asia",NA
"1592",1998,"Africa",NA
"1593",1998,"Pacific",NA
"1594",1998,"Middle East",NA
"1595",1998,"World",NA
"1596",1999,"Asia",NA
"1597",1999,"Africa",NA
"1598",1999,"Pacific",NA
"1599",1999,"Middle East",NA
"1600",1999,"World",NA
"1601",2000,"Asia",NA
"1602",2000,"Africa",NA
"1603",2000,"Pacific",NA
"1604",2000,"Middle East",NA
"1605",2000,"World",NA
"1606",2001,"Asia",NA
"1607",2001,"Africa",NA
"1608",2001,"Pacific",NA
"1609",2001,"Middle East",NA
"1610",2001,"World",NA
"1611",2002,"Asia",NA
"1612",2002,"Africa",NA
"1613",2002,"Pacific",NA
"1614",2002,"Middle East",NA
"1615",2002,"World",NA
"1616",2003,"Asia",NA
"1617",2003,"Africa",NA
"1618",2003,"Pacific",NA
"1619",2003,"Middle East",NA
"1620",2003,"World",NA
"1621",2004,"Asia",NA
"1622",2004,"Africa",NA
"1623",2004,"Pacific",NA
"1624",2004,"Middle East",NA
"1625",2004,"World",NA
"1626",2005,"Asia",NA
"1627",2005,"Africa",NA
"1628",2005,"Pacific",NA
"1629",2005,"Middle East",NA
"1630",2005,"World",NA
"1631",2006,"Asia",NA
"1632",2006,"Africa",NA
"1633",2006,"Pacific",NA
"1634",2006,"Middle East",NA
"1635",2006,"World",NA
"1636",2007,"Asia",NA
"1637",2007,"Africa",NA
"1638",2007,"Pacific",NA
"1639",2007,"Middle East",NA
"1640",2007,"World",NA
"1641",2008,"Asia",NA
"1642",2008,"Africa",NA
"1643",2008,"Pacific",NA
"1644",2008,"Middle East",NA
"1645",2008,"World",NA
"1646",2009,"Asia",NA
"1647",2009,"Africa",NA
"1648",2009,"Pacific",NA
"1649",2009,"Middle East",NA
"1650",2009,"World",NA
"1651",2010,"Asia",NA
"1652",2010,"Africa",NA
"1653",2010,"Pacific",NA
"1654",2010,"Middle East",NA
"1655",2010,"World",NA
"1656",2011,"Asia",NA
"1657",2011,"Africa",NA
"1658",2011,"Pacific",NA
"1659",2011,"Middle East",NA
"1660",2011,"World",NA
"1661",2012,"Asia",NA
"1662",2012,"Africa",NA
"1663",2012,"Pacific",NA
"1664",2012,"Middle East",NA
"1665",2012,"World",NA
"1666",2013,"Asia",NA
"1667",2013,"Africa",NA
"1668",2013,"Pacific",NA
"1669",2013,"Middle East",NA
"1670",2013,"World",NA
"1671",2014,"Asia",NA
"1672",2014,"Africa",NA
"1673",2014,"Pacific",NA
"1674",2014,"Middle East",NA
"1675",2014,"World",NA
"1676",2015,"Asia",NA
"1677",2015,"Africa",NA
"1678",2015,"Pacific",NA
"1679",2015,"Middle East",NA
"1680",2015,"World",NA
"1681",2016,"Asia",NA
"1682",2016,"Africa",NA
"1683",2016,"Pacific",NA
"1684",2016,"Middle East",NA
"1685",2016,"World",NA
"1686",2017,"Asia",NA
"1687",2017,"Africa",NA
"1688",2017,"Pacific",NA
"1689",2017,"Middle East",NA
"1690",2017,"World",NA
"1691",2018,"Asia",NA
"1692",2018,"Africa",NA
"1693",2018,"Pacific",NA
"1694",2018,"Middle East",NA
"1695",2018,"World",NA
"1696",2019,"Asia",NA
"1697",2019,"Africa",NA
"1698",2019,"Pacific",NA
"1699",2019,"Middle East",NA
"1700",2019,"World",NA
"1701",2020,"Asia",NA
"1702",2020,"Africa",NA
"1703",2020,"Pacific",NA
"1704",2020,"Middle East",NA
"1705",2020,"World",NA
"1706",1990,"Asia",NA
"1707",1990,"Africa",NA
"1708",1990,"Pacific",NA
"1709",1990,"Middle East",NA
"1710",1990,"World",NA
"1711",1991,"Asia",NA
"1712",1991,"Africa",NA
"1713",1991,"Pacific",NA
"1714",1991,"Middle East",NA
"1715",1991,"World",NA
"1716",1992,"Asia",NA
"1717",1992,"Africa",NA
"1718",1992,"Pacific",NA
"1719",1992,"Middle East",NA
"1720",1992,"World",NA
"1721",1993,"Asia",NA
"1722",1993,"Africa",NA
"1723",1993,"Pacific",NA
"1724",1993,"Middle East",NA
"1725",1993,"World",NA
"1726",1994,"Asia",NA
"1727",1994,"Africa",NA
"1728",1994,"Pacific",NA
"1729",1994,"Middle East",NA
"1730",1994,"World",NA
"1731",1995,"Asia",NA
"1732",1995,"Africa",NA
"1733",1995,"Pacific",NA
"1734",1995,"Middle East",NA
"1735",1995,"World",NA
"1736",1996,"Asia",NA
"1737",1996,"Africa",NA
"1738",1996,"Pacific",NA
"1739",1996,"Middle East",NA
"1740",1996,"World",NA
"1741",1997,"Asia",NA
"1742",1997,"Africa",NA
"1743",1997,"Pacific",NA
"1744",1997,"Middle East",NA
"1745",1997,"World",NA
"1746",1998,"Asia",NA
"1747",1998,"Africa",NA
"1748",1998,"Pacific",NA
"1749",1998,"Middle East",NA
"1750",1998,"World",NA
"1751",1999,"Asia",NA
"1752",1999,"Africa",NA
"1753",1999,"Pacific",NA
"1754",1999,"Middle East",NA
"1755",1999,"World",NA
"1756",2000,"Asia",NA
"1757",2000,"Africa",NA
"1758",2000,"Pacific",NA
"1759",2000,"Middle East",NA
"1760",2000,"World",NA
"1761",2001,"Asia",NA
"1762",2001,"Africa",NA
"1763",2001,"Pacific",NA
"1764",2001,"Middle East",NA
"1765",2001,"World",NA
"1766",2002,"Asia",NA
"1767",2002,"Africa",NA
"1768",2002,"Pacific",NA
"1769",2002,"Middle East",NA
"1770",2002,"World",NA
"1771",2003,"Asia",NA
"1772",2003,"Africa",NA
"1773",2003,"Pacific",NA
"1774",2003,"Middle East",NA
"1775",2003,"World",NA
"1776",2004,"Asia",NA
"1777",2004,"Africa",NA
"1778",2004,"Pacific",NA
"1779",2004,"Middle East",NA
"1780",2004,"World",NA
"1781",2005,"Asia",NA
"1782",2005,"Africa",NA
"1783",2005,"Pacific",NA
"1784",2005,"Middle East",NA
"1785",2005,"World",NA
"1786",2006,"Asia",NA
"1787",2006,"Africa",NA
"1788",2006,"Pacific",NA
"1789",2006,"Middle East",NA
"1790",2006,"World",NA
"1791",2007,"Asia",NA
"1792",2007,"Africa",NA
"1793",2007,"Pacific",NA
"1794",2007,"Middle East",NA
"1795",2007,"World",NA
"1796",2008,"Asia",NA
"1797",2008,"Africa",NA
"1798",2008,"Pacific",NA
"1799",2008,"Middle East",NA
"1800",2008,"World",NA
"1801",2009,"Asia",NA
"1802",2009,"Africa",NA
"1803",2009,"Pacific",NA
"1804",2009,"Middle East",NA
"1805",2009,"World",NA
"1806",2010,"Asia",NA
"1807",2010,"Africa",NA
"1808",2010,"Pacific",NA
"1809",2010,"Middle East",NA
"1810",2010,"World",NA
"1811",2011,"Asia",NA
"1812",2011,"Africa",NA
"1813",2011,"Pacific",NA
"1814",2011,"Middle East",NA
"1815",2011,"World",NA
"1816",2012,"Asia",NA
"1817",2012,"Africa",NA
"1818",2012,"Pacific",NA
"1819",2012,"Middle East",NA
"1820",2012,"World",NA
"1821",2013,"Asia",NA
"1822",2013,"Africa",NA
"1823",2013,"Pacific",NA
"1824",2013,"Middle East",NA
"1825",2013,"World",NA
"1826",2014,"Asia",NA
"1827",2014,"Africa",NA
"1828",2014,"Pacific",NA
"1829",2014,"Middle East",NA
"1830",2014,"World",NA
"1831",2015,"Asia",NA
"1832",2015,"Africa",NA
"1833",2015,"Pacific",NA
"1834",2015,"Middle East",NA
"1835",2015,"World",NA
"1836",2016,"Asia",NA
"1837",2016,"Africa",NA
"1838",2016,"Pacific",NA
"1839",2016,"Middle East",NA
"1840",2016,"World",NA
"1841",2017,"Asia",NA
"1842",2017,"Africa",NA
"1843",2017,"Pacific",NA
"1844",2017,"Middle East",NA
"1845",2017,"World",NA
"1846",2018,"Asia",NA
"1847",2018,"Africa",NA
"1848",2018,"Pacific",NA
"1849",2018,"Middle East",NA
"1850",2018,"World",NA
"1851",2019,"Asia",NA
"1852",2019,"Africa",NA
"1853",2019,"Pacific",NA
"1854",2019,"Middle East",NA
"1855",2019,"World",NA
"1856",2020,"Asia",NA
"1857",2020,"Africa",NA
"1858",2020,"Pacific",NA
"1859",2020,"Middle East",NA
"1860",2020,"World",NA
"1861",1990,"Asia",NA
"1862",1990,"Africa",NA
"1863",1990,"Pacific",NA
"1864",1990,"Middle East",NA
"1865",1990,"World",NA
"1866",1991,"Asia",NA
"1867",1991,"Africa",NA
"1868",1991,"Pacific",NA
"1869",1991,"Middle East",NA
"1870",1991,"World",NA
"1871",1992,"Asia",NA
"1872",1992,"Africa",NA
"1873",1992,"Pacific",NA
"1874",1992,"Middle East",NA
"1875",1992,"World",NA
"1876",1993,"Asia",NA
"1877",1993,"Africa",NA
"1878",1993,"Pacific",NA
"1879",1993,"Middle East",NA
"1880",1993,"World",NA
"1881",1994,"Asia",NA
"1882",1994,"Africa",NA
"1883",1994,"Pacific",NA
"1884",1994,"Middle East",NA
"1885",1994,"World",NA
"1886",1995,"Asia",NA
"1887",1995,"Africa",NA
"1888",1995,"Pacific",NA
"1889",1995,"Middle East",NA
"1890",1995,"World",NA
"1891",1996,"Asia",NA
"1892",1996,"Africa",NA
"1893",1996,"Pacific",NA
"1894",1996,"Middle East",NA
"1895",1996,"World",NA
"1896",1997,"Asia",NA
"1897",1997,"Africa",NA
"1898",1997,"Pacific",NA
"1899",1997,"Middle East",NA
